Rank,Change,Player,School,Position,Height,Weight,CollegeClass,Date,DraftStatus
1,--,Joe Burrow,LSU,QB,"6'4""",216,SR,2020-01-03,Eligible
2,--,Derrick Brown,Auburn,DL1T,"6'5""",318,SR,2020-01-03,Eligible
3,--,Chase Young,Ohio State,EDGE,"6'5""",265,JR,2020-01-03,Declared
4,--,Jerry Jeudy,Alabama,WRF,"6'1""",192,JR,2020-01-03,Underclassman
5,--,Justin Herbert,Oregon,QB,"6'6""",225,SR,2020-01-03,Eligible
6,--,Andrew Thomas,Georgia,OT,"6'5""",320,JR,2020-01-03,Declared
7,--,Jeffrey Okudah,Ohio State,CB,"6'1""",200,JR,2020-01-03,Declared
8,+2,Yetur Gross-Matos,Penn State,EDGE,"6'4""",262,JR,2020-01-03,Declared
9,+2,A.J. Epenesa,Iowa,DL5T,"6'6""",280,JR,2020-01-03,Underclassman
10,-2,Austin Jackson,USC,OT,"6'6""",310,JR,2020-01-03,Underclassman
11,+1,Isaiah Simmons,Clemson,S,"6'4""",225,RJR,2020-01-03,Underclassman
12,-3,Kristian Fulton,LSU,CB,"6'0""",192,SR,2020-01-03,Eligible
13,+1,CeeDee Lamb,Oklahoma,WRF,"6'2""",189,JR,2020-01-03,Declared
14,+1,Tristan Wirfs,Iowa,OT,"6'5""",320,JR,2020-01-03,Underclassman
15,+2,Javon Kinlaw,South Carolina,DL3T,"6'6""",302,SR,2020-01-03,Eligible
16,+2,Tua Tagovailoa,Alabama,QB,"6'1""",218,JR,2020-01-03,Underclassman
17,+2,Tee Higgins,Clemson,WRF,"6'4""",200,JR,2020-01-03,Underclassman
18,+2,Tyler Biadasz,Wisconsin,OC,"6'3""",315,SR,2020-01-03,Eligible
19,+2,Jonathan Taylor,Wisconsin,RBF,"5'11""",215,JR,2020-01-03,Declared
20,+3,Curtis Weaver,Boise State,EDGE,"6'3""",266,RJR,2020-01-03,Declared
21,+4,Trevon Diggs,Alabama,CB,"6'2""",200,JR,2020-01-03,Underclassman
22,+36,Jedrick Wills,Alabama,OT,"6'5""",316,JR,2020-01-03,Underclassman
23,-6,Grant Delpit,LSU,S,"6'3""",203,JR,2020-01-03,Underclassman
24,+3,Laviska Shenault,Colorado,WRF,"6'2""",220,JR,2020-01-03,Declared
25,+3,Raekwon Davis,Alabama,DL3T,"6'7""",306,SR,2020-01-03,Eligible
